84,"CH 2","CH 3","CH 4","CH 5","CH 6","CH 7","CH 8","CH 9","CH 10",IGCH,Name,Date,"Burial Date c.",Contents,Mints,Disposition,Bibliography,"Sort date",Location,Notes,
1.075,,,,,,,,,,1542,"Ain Tab",1921,,,,,"H. Seyrig, Tresors du Levant (Paris, 1974)
SNR 53, 1974, 7-13
W.E. Metcalf, ‘A late second-century hoard of posthumous Alexanders’, SNR 1994, pp. 19, 48-53 note 42",,,,
1.075,,,,,,,,,,1541,Baiyada,1949,,,,,"H. Seyrig, Tresors du Levant (Paris, 1974)
SNR 53, 1974, 7-13",,,,
1.075,,,,,,,,,,1538,Dniye,1952,,,,,"H. Seyrig, Tresors du Levant (Paris, 1974)
SNR 53, 1974, 7-13",,,,
1.075,,,,,,,,,,1537,"Kosseir (Khan Cheikhoun)",1949,,,"Alexander III
Philip III
Demetrius Poliorcetes
Lysimachus
Seleucus I
Antiochus I",,"H. Seyrig, Tresors du Levant (Paris, 1974)
SNR 53, 1974, 7-13
R. Bauslaugh, ‘Cistophoric Countermarks and the Monetary Systems of Eumenes II’, NC 1990, pp. 52, 55
W.E. Metcalf, ‘A late second-century hoard of posthumous Alexanders’, SNR 1994, pp. 19, 48-49, 53 note 32",,,,
1.075,,,,,,,,,,1536,Latakia,1946,,,,,"H. Seyrig, Tresors du Levant (Paris, 1974)
SNR 53, 1974, 7-13
R. Bauslaugh, ‘Cistophoric Countermarks and the Monetary Systems of Eumenes II’, NC 1990, p. 54",,,,
1.075,,,,,,,,,,1534,"Bab (anc. Batnae) environs, bet Beroea and Hierapolis, Cyrrhestica",1934,250-200,"1080 AR",,"Yale, Seyrig","Thompson-Bellinger, Yale Class. Stud. 14 (1955), pp. 3-45
Le Rider, Suse, p. 437
H. Seyrig, Tresors du Levant (Paris, 1974)
SNR 53, 1974, 7-13",,,,
1.075,,,,,,,,,,1533,Syria,1960,,,"Macedonia, Philip II: 6+ st.
Macedonia, Alexander III: 17+ 
Cius: 10+
Philippi: 1+
Panticapaeum: 1+
Pergamum: 2+
Rhodes: 3+
Salamis, Cyprus, Pnytagoras: 
Egypt, Ptolemy I: 1+ (probably not form the hoard)",,"H. Seyrig, Tresors du Levant (Paris, 1974)
SNR 53, 1974, 7-13",,,,
1.075,,,,,,,,,,1530,Tartus,1940,,,Ptolemaic,,"H. Seyrig, Tresors du Levant (Paris, 1974)
SNR 53, 1974, 7-13",,,,
,,,,,,,8.587,9.436,,1515,Byblos,1931,"333 BC",,,,"Discussion of this hoard and its relation to IGCH 1496 in TMPCM, pp. 83-7, no. 9 and p.201 no. 42.",333,E,,
,,,,,,,8.587,9.462,,1510,"Khirbet el-Kerak",1936,"320 BC","118+ AR","CH 9: The pre-Alexandrine contents should read as follows:
Sidon:
Evagoras II: 22
Abdastart II: 14
Mazaeus: 9
Uncert.:  19
Tyre:  1 didr. (Bearded deity/owl)",,"For listing and photographs, see TMPCM, pp. 139-47, no. 26, pls. 20-25.",320,E,,
,,,,,,,8.190,,,1508,"Saida (anc. Sidon), Phoenicia",1829-1863,"323 - 320 BC","7200+ AV (in three lots)","Macedonia, Philip II: 6+ st.
Macedonia, Alexander III: 17+
Cius: 10+
Philippi: 1+
Panticapaeum: 1+
Pergamum: 2+
Rhodes: 3+
Salamis, Cyprus, Pnytagoras
Egypt, Ptolemy 1: 1+ (probably not from the hoard)",,"U. Westermark, NNA (1979/80) pp. 22-35",,,,
,,,,,,,,9.440,,1504,Nablus,1968,"333/2 BC","965+ AR with jewelry","Sinope: 2 dr.
Amisus: 1 frag.
Athens imit.: 206+ tetradr. and fr.
Cilicia: fr.
Cyprus: fr. 
Byblos: 1 fr. (galley/lion & bull)
Sidon: 127 fr. (galley/man & lion)
Sidon?: 4 fr. (galley/man & lion)
Tyre: 95 shekels (god on hippocamp/owl); 73 fr. (hippocamp/owl)
Tyre?: 4fr. (hippocamp/owl)
Philisto-Arabian: 60+ fr.",,"Discussion of content in Y. Meshorer and S. Qedar, The Coinage of Samariain the fourth century BC (Jerusalem, 1991). For the above listing of the Phoenician content see TMPCM  pp. 231-39, no. 51, pl. 34.",333,E,,
,,,,,,,8.587,9.404,,1500,"Beirut environs",1966,"368-333 BC","33 AR",,,"Listing of the Phoenician content and redating on the basis of Sidonian element in TMPCM, pp. 201-6, no.43.",368,E,,
,,,,,6.023,7.068,,,,150,"Myron, Thessaly, Greece",1970,280-270,"thousands AR","CH 6: Thrace Lysimachus 87 tetradrachms recorded in trade, and reliably said to come from this hoard. This lot includes at least four early posthumous issues.
Macedonia Alexander III tetradrachms 2 (Miletus; Cyzicus)
Demetrius Poliorcetes tetradrachm (Newell D.P. 124)

CH 7: Pergamum Philetaerus tetradrachm 1 (with portrait of Seleucus I as WSM pi. LXIX. 8).","in commerce","to be published by C. Boehringer",,,"Reference to Boehringer and description of some mints in CH 6.023. ",
,,,,,,,8.587,9.362,,1483,Massyaf,1961,"425-420 BC","100 AR with jewelry",,,"For discussion of the contents of this hoard, and listing of the Phoenician contents, see TMPCM, pp. 241-5, no. 54.",425,E,,
,,,,,,,,9.355,,1482,Jordan,1967,"454 BC",,,,"For discussion of this hoard, its historical background and a proposed burial date of c. 454 BC, see H.B. Mattingly, ‚ÄòThe Jordan Hoard (IGCH 1482) and Kimon‚Äôs last campaign‚Äô PROC INC 1986, pp. 59-64  and id. ‚ÄòA new light on the early silver coinage of Teos‚Äô, SNR 73 (1994), p. 8. Cf. TMPCM, pp. 240-1, no. 53.",454,E,,
,,,,,,,8.587,9.357,,1481,"N. Syria",1953,"450 BC","4+ AR",,,"Published with photos in TMPCM, pp. 115-6, no. 17, pl.18.",450,E,,
,,,,,,,,9.466,,1471,"Nea Paphos, Cyprus",1965,"305 BC","13 AR","Alexander III
Pella: 1 tetradr.
Salamis: 1 tetradr.
Babylon: 1 tetradr.
Uncert. Macedonia: 1 dr.
Colophon: 1 dr.
Lampsacus:  2 drs.
Miletus: 1 dr.
Philip III
Arados: 1 tetradr.
Babylon: 2 tetradrs.
Sardes: 1 dr.","Nicosia, Cyprus Museum","A. Destrooper-Georgiades, NC 155 (1995), p. 324, no. 1. B. Lichocka, ‚ÄòUn tr√©sor de monnaies hell√©nistiques √† Nea Paphos‚Äô, 50 years Polish excavations in Egypt and the Near East, Acts of the Symposium at the Warsaw University, 1986 (Warsaw, 1992), pp. 206-14. Preliminary reports: BCH 90 (1966), p. 355; W.A. Daszewski, ‚ÄòA preliminary report on the excavations of the Polish archaeological mission at Kato (Nea) Phasos in 1966-1967‚Äô, RDAC (1968), p.33, no.5; Id., nea Paphos, √âtudes et Travaux 7 (1973), p. 285; Id., ‚ÄòPolish excavations at Kato (Nea) Paphos 1965-1968‚Äô, Acts of the first International Cyproit Conference, Nicosia, 14-19 April 1967, I Antiquitiy (Nicosia, 1972), p. 35; V. Karageorghis, ‚ÄòChronique des fouilles √† Chypre en 1965‚Äô, BCH 90 (1966), p.355;  Id., ‚ÄòChronique des fouilles √† Chypre en 1967‚Äô, BCH 92 (1968), p.334; Z.J. Kapera, Les origines de Nea Paphos, √âtudes et Travaux, II (1968), p. 135; K. Nicolaou, Archaeology in Cyprus 1961-1966‚Äô, Archaeological reports for 1965-1966, p.41.",305,E,,
,,,,,,,,,10.360,1465,"Asia Minor",1840-45,"39-25 BC","c. 500 AR","Side
Amyntas of Galatia","Paris 2; London 15","For discussion of this hoard and the disposition of certain specimens see A. R. Meadows, ‘Side, Amyntas and the Pamphylian Plain’, in Agoranomia, esp. pp. 168-9 with pls. 11-12.",39,E,,
,,,,5.056,,,,,,1464,Turkey,,,,,,"F.S. Kleiner, MN 1978, 82-101",,,,
,,,,5.056,,,,,,1462,Turkey,,,,,,"F.S. Kleiner, MN 1978, 82-101",,,,
,,,,5.056,,,,,,1461,Turkey,,,,,,"F.S. Kleiner, MN 1978, 82-101",,,,
,,,,5.056,,,,,,1460,Turkey,,,,,,"F.S. Kleiner, MN 1978, 82-101",,,,
,,,,5.056,,,,,,1459,Turkey,,,,,,"F.S. Kleiner, MN 1978, 82-101",,,,
,,,,5.056,,,,,,1458,Turkey,,,,,,"F.S. Kleiner, MN 1978, 82-101",,,,
,,,,5.056,,,,,,1456,Turkey,,,,,,"F.S. Kleiner, MN 1978, 82-101",,,,
,,,4.059,,,,,,,1455,"Asia Minor",1928,125,"158+ AR",cistophori,,"F.S. Kleiner and S.P. Noe, The early cistophoric coinage, 1977, 107-119",,,,
,,,4.059,,,,,,,1453,"Asia Minor",1962,150-140,"71+ AR",,,"F.S. Kleiner and S.P. Noe, The early cistophoric coinage, 1977, 107-119
R. Bauslaugh, ‘Cistophoric Countermarks and the Monetary Systems of Eumenes II’, NC 1990, p. 55",,,,
,,,4.059,,,,,,,1452,"Asia Minor",1876,150-145,"54 AR",,,"F.S. Kleiner and S.P. Noe, The early cistophoric coinage, 1977, 107-119",,,,
,,,,,,,,,10.327,1435,"Cilicia, between Tarsus and Adana, Turkey",1848,"114-113 BC","200 +AR",,"Dispersed, 60+ melted. Sotheby, 12 July 1852, lots 378-417","For revised burial date see A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), pp. 83-84.",114,E,,
1.075,,,,,,,,,,1431,Mersin,1950,,,"Perga
Ariassus",,"H. Seyrig, Tresors du Levant (Paris, 1974)
SNR 53, 1974, 7-13",,,,
,,,,,,,8.595,,,1423,"Asia Minor , ""Armenak Hoard""","1927 or earlier","275 - 270 BC","1945 AR","Alexander III: 325 tetradrachm, 1163 dr.
Lysimachus: 423 tetradr.
Seleucus I: 10 tetradr.","968 in ANS","M. Thompson, 'The Armenak Hoard (IGCH 1423)', ANSMN 31 (1986), pp. 63-106, pl.6-26.
W. Hollstein, ‘Münzen des Ptolemaios Keraunos’, SNR 1995, pp. 18-19",,,,
1.109,,,,,,,,,,1420,Burdur,1968,30,AE,"Add: Perga 1
Ariassus 2 (Apollo/eagle; Hermes/caduceus)
(Termessus 20 not 21 ex., down to year 32)",Istanbul,,,,,
,,,,,,,,,10.331,1419,"Cappadocia, Turkey",1959,"100 BC","99 AR",,"SNG von Post nos. 479-529","In addition to those coins in London and Oxford listed in IGCH, the above coins also derive from this hoard. Information from C. Boehringer.",100,E,,
1.075,,,,,,,,,,1413,Ayaz-In,1953,,,,,"H. Seyrig, Tresors du Levant (Paris, 1974)
SNR 53, 1974, 7-13
R. Bauslaugh, ‘Cistophoric Countermarks and the Monetary Systems of Eumenes II’, NC 1990, pp. 52, 55",,,,
,,,,,,,,9.193,,141,"Volos, Thessaly",1937,"250 BC",,,,"This entry is to be deleted. The coins listed in IGCH are in fact the Athenian content of IGCH 168 (Larissa environs, 1937-8 = CH 9.000 ) now in Athens. See H. Nicolet-Pierre and J.A. Kroll, ‚ÄòAthenian Tetradrachm Coinage of the Third Century BC‚Äô, AJN 2 (1990), pp. 25-6, no. 10.",250,C,,
,,,,,,,,,10.067,138,"Asea (Manaris), Greece",1938,"280 BC","32 AR","Lysimachus:
Lamspacus: 1 tetradr.
Alexander (lifetime)
Macedonia: 1 tetradr.
Alexander (posthum.)
Ake: 1 tetradr.
Lampsacus: 2 drs.
Abydus: 1 dr.
‘Colophon’: 1 dr.
Magnesia: 2 drs.
Sardes: 3 drs.
Philip III
‘Colophon’: 1 dr.
Athens: 19 tetradrs.",Athens,"E. Tsourti, ‘The Asea hoard of 1938 (IGCH 138)’ in J. Forsén and B. Forsén (eds), The Asea Valley Survey. An Arcadian Mountain Valley from the Palaeolithic Period until Modern Times (Stockholm, 2003), pp. 345-349.",280,C,,
,,,,,,,8.324,,,1369,"Kirazlı, near Amasya, Turkey",1939,"220 B.C. c.","13 AV, 822 AR","Macedonia, Alexander III: 6 st
150 tetradr.
590 dr.
Lysimachus: 5 st.
17 tetradr.
13 dr.
1 dr (Calchedon)
Seleucus I: 16 tetradr.
4 dr.
Antiochus I: 9 tetradr.
Antiochus II: 7 tetradr.
Seleucus II: 2 st.
4 tetradr.
2 dr.
Pergamum: 1 tetradr.
Demetrius Poliorcetes: 1 tetradr.
1 dr.
Sinope: 2 tetradr.
Perga: 2 tetradr.","Istanbul Museum","G. Le Rider, N. Olcay, 'Le trésor de Kirazlı (près d'Amasya): IGCH 1369', Anatolia Antiqua Eski Anadolu 1987 (Varia anatolica I), ed. B. Rémy, Istanbul, Paris, 1987, pp. 24-34.
G. Le Rider, ‘Les Trouvailles Monétaires dans le Temple d’Artémis à Sardes (IGCH 1299 et 1300)’, RN 1991, p. 82, note 28.",,,,
,,,,,,,8.266,,,1367,"Northern Asia Minor",1970,"280 BC","117+ AE","Heraclea Pontica","seen in trade in 1983","SM (1971) pp. 21-2",,,,
,,,,,,,,9.570,,1360,"unknown findspot",1929,"Mid 1st cent. BC","35 AR",Rhodes,Dispersed.,"For a revised listing of this hoard see R.H.J. Ashton with A.-P.C. Weiss, ‚ÄòThe Post-Plinthophoric Silver Drachms of Rhodes‚Äô, NC (1997), pp. 1-40, at 27.",50,E,,
,2.110,,,,,,,,,1359,"Cesme, Smyrna, Turkey",1960,86,,,,"F. Kleiner, MN 1974, 19 f.",,,,
,,,,5.052,,,,,,1358,"Mihalik (Karacabey), Turkey",1929,76,,,,"F.S. Kleiner, Essays in honour of M. Thompson, 119-30",,,,
,,,,,,,,9.538,10.324,1357,"Muğla, Turkey",1965,"120-100 BC","CH 10: 350+ AR","CH 10: Stratoniceia: 290+ drs. and hemidrs
Rhodes: 60+ drs. ",,"CH 10: Now republished by A. R. Meadows, NC 162 (2002), pp. 79-133.",120,E,,
,,,,,,,,9.555,,1355,Marmaris,1945,"88 BC","10 AV, 1016 AR",,,"For a summary of the contents of this hoard and its implications for the coinage of Rhodes, see K. Jenkins, ‚ÄòRhodian Plinthophoroi - a sketch‚Äô in KME, pp. 101-19, pls. 29-34.",88,E,,
,,,4.063,,,,,,,1351,"Calymna, Greece","pre 1916",150-100,"AE 5 (additional to IGCH)",Miletus,"Ashmolean Museum (ex Myres)",,,,,
,,3.069,4.067,,,,,,,1350,"Izmir, Turkey",1967/8,100,"750+ AE","CH 3:
Smyrna 10 (examples shown as representative specimens of each variety; Milne 161, 172,197.24(2),242.31 1,321.327,331)","CH 4:  further 30 reported in a private collection chosen from a lot of 750 supplement the IGCH account.","info from Kinns",,,,
,,,,,,,8.247,,,1345,"Dalyan, near ancient Caunus, Caria",1954,"300 - 200 B.C.",AR,"Caria, Caunus","in Istanbul",,,,,
,,,,,,,,,10.282,1344,"Datça, Turkey","c. 1910","2nd cent. BC","283+ AR",Cnidus,,"21 coins in Winterthur are now published in H. Bloesch, Griechische Münzen in Winterthur, Bd. 2 (Winterthur, 1997), nos. 3420. 3422-3424. 3426-3442.",200,E,,
,,,,,,7.095,,,,1343,Caria,1940s,"2nd cent",,Cnidus,,"Num. Circ. 1948, 337",,,,
,2.084,,,,,,,,10.291,1342,"Rhodes (E. Papaïoannou prop.), Greece",1968,"190-150 BC","110 AR","Rhodes: 2 tetradr.; 10 didr.; 98 plinthophoric drs.",Rhodes,"For a summary of the issues contained see now M. Oikonomidou and E. Apostolou, ‘Trois trésors rhodiens exposés au musée de Rhodes’, Ὀβολός 8 (2006), pp. 143-164, 147-151.",190,E,"CH 2.084 notes that 3 AE acquired at same time as AR and should be considered part of find.",
,,,,,,,,,10.290,1341,"Kremastis, Rhodes, Greece",1965,190-150,"70 AR","Rhodes: 10 tetradrs.; 43 didrs.; 17 plinthophoric drs.",Rhodes,"For a summary of the issues contained see now M. Oikonomidou and E. Apostolou, ‘Trois trésors rhodiens exposés au musée de Rhodes’, Ὀβολός 8 (2006), pp. 143-164, 151-155.",190,E,,
,,,,,,,,9.527,10.308,1335,"Gaziantep environs, Turkey",1994,"143 BC","1916 AR","Alexander III
Alexandria Troas: 1
Assus: 1
Aegae: 1
Cyme: 15
Myrina: 12
Temnus: 86
Mytilene: 14
Colophon: 1
Miletus: 1
Phocaea: 1
Chios: 7
Alabanda: 110
Antioch ad Maeandrum: 1
Nisyros: 1
Phaselis: 21
Uncert. Pamphylia: 6
Aspendus: 44
Perge: 14
Byblus?: 1?
Demetrius Poliorcetes: 1
Perseus: 1
Macedonia, first region: 1
Lysimachus
Byzantium: 2
Calchedon: 2
Abydus: 1
Tenedos: 1
Athens: 197
Prusias II: 9
Cyzicus: 1
Parium: 1
Alexandria Troas: 1
Confed. of Athena Ilias: 2
Aegae: 51
Cyme: 200+
Myrina: 300+
Clazomenae: 1
Magnesia: 119
Miletus: 1
Smyrna: 44
Alabanda: 4
Side: 23
Seleucus I Seleucia in Pieria: 1
Seleucia ad Tigrim: 1
Uncert. Mint: 1
Seleucus IV
Antioch: 3
Ptolemaïs (Ake): 1
Damascus: 2
Antiochus IV
Antioch: 23
Ptolemaïs (Ake): 2
Antiochus V
Antioch: 15
Ptolemaïs (Ake): 1
Demetrius I
Tarsus: 3
Soli: 2
Uncert. Mint 82 (Cilicia?): 3
Uncert. Mint (Cilicia or N. Syria): 17
Antioch: 112
Uncert. Mint 84 (Mesopotamia?): 6
Alexander I
Antioch: 104
Antioch?: 1
Seleucia in Pieria: 2
Ptolemaïs (Ake): 2
Barbarous Imitation: 1
Interregnum: 8
Demetrius II
Seleuceia on the Calycadnus: 1
Soli: 4
Mallus: 2
Mopsus: 11
Uncert. Mint 92 (Mopsus?): 4
Uncert. Mint with Affinities to Mint 92: 1
Uncertain Mint 93: 1
Antioch: 41
Sidon: 1
Antiochus VI:
Mallus: 1
Antioch: 40
Apameia: 25",Dispersed,"C. Augé, A. Davesne and R. Ergeç, ‘Le dé_x008e_but des t_x008e_étradrachmes d'Ath_x008f_ènes du ""nouveau style"" : un tr_x008e_ésor trouvé_x008e_ prè_x008f_s de Gaziantep en 1994’, Anatolia Antiqua 5 (1997), pp. 44-82, A. Houghton, C. Lorber and O. Hoover, Seleucid Coins: a Comprehensive Catalogue, II. 2 (Lancaster, 2008), pp.II. ii, pp. 80-81 and below, pp. 000-000.",143,E,"CH 9.527 records 129 AR and gives mints.",
,,,4.059,,,,,,,1328,"Sahnali, near Dalama (anc. Euhippe), Caria",1952,130-125,"18 AR",cistophori,,"F.S. Kleiner and S.P. Noe, The early cistophoric coinage, 1977, 107-119",,,,
,,,4.059,,,,,,,1327,"Yesilhisar environs, near Savastepe (anc. Ceraseis), Mysia",1963,130,"104 AR",,,"F.S. Kleiner and S.P. Noe, The early cistophoric coinage, 1977, 107-119",,,,
,,,4.059,,,,,,,1326,"Balikesir, Mysia",1958,135-130,"100 AR",,,"F.S. Kleiner and S.P. Noe, The early cistophoric coinage, 1977, 107-119",,,,
,,,4.047,,,,,,,1315,"Karini, Lesbos","pre 1844","late 3rd","hundreds AE","Mytilene 8 examples in the Meletopoulos collection","Meletopoulos collection, Athens 8","cf BMC Troas p. 192 note",,,,
,,,,,,,8.343,,,1313,Izmir,1884,"200 BC",,"The coin of 'Erythrae' in the record is of Alexander III and the 'uncertain' is of Samos (as BMC 157).","British Museum",,,,,
,,,,,,,,,10.276,1311,"Rhodes (Moschou/Vogiatze/Epimeleteriou prop.), Greece",1960,205-190,"106 AR","Rhodes: 3 drs.; 71 hemidrs.; 32 diobs.",Rhodes,"For a summary of the issues contained see now M. Oikonomidou and E. Apostolou, ‘Trois trésors rhodiens exposés au musée de Rhodes’, Ὀβολός 8 (2006), pp. 143-164, 143-147.",205,E,,
,,,,,,,,,10.280,1308,"Pyle, Cos, Greece",1953,200-175,"340 AR","Cos: 20+ drs.; 191+ hemidrs.","Athens 223","For a survey of the issues contained and discussion of chronology see I. Touratsoglou and E. Tsourti, ‘The Pyli Cos/1953 hoard (IGCH 1308), Ὀβολός 8 (2006), pp. 381-388.",200,E,,
,,,,,,,,9.500,,1300,"Sardes, Lydia",1911,"215 BC","72 AE",,,"Full publication and discussion now in G. Le Rider, ‚ÄòLes trouvailles mon√©taires dans le temple d‚ÄôArt√©mis √† Sardes‚Äô, RN6 33 (1991), pp. 71-88.",215,E,,
,,,,,,,,9.499,,1299,"Sardes, Lydia",1911,"240 BC","55 AR","Alexander III tetradrs.
  Amphipolis: 9
  Ephesus: 1
  Magnesia: 1
  Tarsus: 1
  Babylon: 2
  Susa: 1
  Uncert.: 5
Alexander III drs.
  Lampsacus: 1
  Abydos: 1
  Colophon: 1
  Magnesia: 1
  Erythrai: 1
  Uncert.: 3
Philip III
Colophon: 1 dr.
Demetrius Poliorcetes,
Tarsus: 1 tetradr.
Antigonus Gonatas
Amphipolis: 1 tetradr.
Lysimachus tetradrs.
  Uncert.: 2
  Sestos: 1
  Magnesia: 2
  Kios: 2
  Amphipolis: 1
  Pella 1
  Byzantium ?: 1
Antiochus I: 4 tetradrs.
Antiochus II: 9 tetradrs.
Seleucus II: 1 tetradr.
Philetaerus: 1 tetradr.",Istanbul,"Full publication and discussion now in G. Le Rider, ‚ÄòLes trouvailles mon√©taires dans le temple d‚ÄôArt√©mis √† Sardes‚Äô, RN6 33 (1991) pp. 71-88, pl.7",240,E,,
,2.002,,,,,,,,,"1289, 1290","Mylasa, Caria, Asia Minor",1968-9,300,"143 AE",,London,"R.H.J. Ashton, ‘IGCH 1289 and 1290 Reconsidered’, in CH II, p. 8",,,,
,2.059,,,,,,,,,1287,"Caria?, Turkey",1965,300,"129 AE","Rhodes 126
Cnidus 2
Telos 1","Ashton collection","to be published by Ashton",,,,
,,,,,,,8.043,,,1277,Cyprus,1934/35,"475 BC",,"The Lycian quarter stater of Kheriga and the Thasos three quarter obol are intrusive - must be part of CH 8.042/ IGCH 1272.",,"M. Amandry,'A propos du trésor de Chypre, 1934/35 (IGCH1277)', Centre d'Etudes Chypriotes, cahier 6(1986), pp. 37-38.",,,,
,,,,,,,,9.418,,1266,Fethiye,1929,"345 BC",,"Ephesus: 46 tetradr.
Mausolus: 12 tetradr.
Idrieus: 5","London 36, Oxford 17, New York 1, Lisbon 1","For revised listing and diposition (one coin of Cos and 3 of Ephesus cannot now be traced), see Konuk, Hekatomnids, pp. 109-11 and pp. 342-52 for a die-study of the Ephesian issues.",345,E,,
1.032,,,,,,,,,,1265,"Yurlenik, near Mersin",1940,"mid 4th","38 AR","Nagidus 38 AR","Adana Museum",,,,,
,,,,,,,8.099,,,1263,Cilicia,1901,"370 B.C. c.","137 AR","Selge: 3
Side: 5
Celenderis: 73
Nagidos: 2
Soli, Cilicia: 24
Tarsus: 6
Amathus: 1
Citium: 13
Salamis: 10",ANS,"A. Destrooper-Georgiades, ' Two Cilician Hoards of the fourth century', RBN 134 (1988), pp. 19 - 39. 
J. & A. Elayi, ‘Trésor d’Époque Perse de la région d’Arward’, RN 1990, p. 14, n. 24.",,,,
,,,,,,,,9.401,,1263,Cyprus,"Before 1901","370 BC","8 AR","Nagidos: 1 fr.
Tarsus: 1 fr.
Salamis:
Evagoras I: 3 fr.
Amathus: 1 st.; 1 fr.
Uncert. Cyprus: 1 fr.",London,"This hoard, which was recorded by Noe (no. 292) as a separate hoard was amalgamated in IGCH with a larger group of coins in the ANS (Noe 251) to form IGCH 1263. The two groups are not in fact from the same hoard, and Noe‚Äôs division should be re-instated. See A. Destrooper-Georgiades, ' Two Cilician Hoards of the fourth century', RBN 134 (1988), pp. 19 - 39, 19 n. 2.",370,E,,
,,,,,,,8.587,9.391,,1259,Cilicia,"before 1914","380 BC",AR,,,"On the composition of this hoard, see A. Davesne, ‚ÄòLa circulatiuon mon√©taire en Cilicie √† l‚Äô√©poque Ach√©m√©nide‚Äô, REA 91 (1989), pp. 157-68, at 162-5. On the Aradian issues, see TMPCM, pp. 264-5, no. 60.",380,E,,
,,,,,,,8.587,9.377,,1256,Cilicia,1960,"Early 4th cent. BC","9+ AR","Syracuse: 1 tetradr.
Athens: 6  tetradr.
Sidon: 1 dbl. shekel (Abdamon)
Tyre: 1 shekel (god on hippocamp/owl)","Paris 9","For redating on the basis of the Phoenician issues, see TMPCM, pp. 265-6, no. 61.",400,E,,
1.021,,,,,,,,,,1255,Cilicia,1957,400,,"An extra lot seen in commerce to be added to the coins of IGCH:
Azbaal, Cyprus 2
Persia sigl. 1
Celenderis 44
Soli 36","on file in BM",,,,,
,,,,,,,8.587,9.409,,1252,"Asia Minor, southern?","before 1912","350 BC",,"Persia: type IIIb sigloi",,"For the problems of dating this hoard and revision of the burial date, see TMPCM, pp. 266-8, no. 62.",350,E,,
,,,,,,,,,10.214,1251,"Lycia, Turkey",1961,"440-430 BC",,,,"For the findspot of this hoard, on the main road between Kaş-Kale c. 750 meters west of the Camlibogaz restaurant, see F. Kolb & W. Tietz, ‘Zagaba: Münzprägung und politische Geographie in Zentrallykien’, Chiron 31 (2001), pp. 367 n. 100 (on findplace of IGCH 1251).",440,E,,
,,,,,,,,9.379,,1247,"Gordion hoard 2",1957,"400 BC","110 AR, pot hoard in excavations","Persia: type IIIb sigloi",Ankara,"To be published by K.W. Harl in forthcoming volume of Gordion excavations.",400,E,,
,2.041,,,,,,,,,1239,"Principo, Turkey",1930,,,"It has been revealed on good authority that the Philip IIAU st. were not found with the other AU and EL, and they thus form a separate hoard from another part
of Turkey.",,"AJA 1974, 308",,,,
