"CH 1","CH 2","CH 3","CH 4","CH 5","CH 6","CH 7","CH 8","CH 9","CH 10",IGCH,value,type,source
,,,,,,,,9.559,,,"M. Amandry, B. Le Guen-Pollet, B. Özcan and B. Rémy, Le trésor de Binbasioglu (Tokat, Turquie).  Monnaies de bronze des villes du Pont frappées sous Mithridate VI Eupator, Varia Anatolica  5 (1991), pp. 61–76.",Reference,9.559
,,,,,,,,9.560,,,"Private collection, New York; in trade",Disposition,9.560
,,,,,,,,9.560,,,"C.A. Marinescu, ‘A First-Century BC Hoard of Late Cistophori’, NC 155 (1995), pp. 325–30, no. 7,  pls. 52–5.",Reference,9.560
,,,,,,,,9.564,,,Dispersed.,Disposition,9.564
,,,,,,,,9.564,,,"Ch. Boehringer, ‘A 1971 Group of Rhodian Coins (from Karia?)’, NC 157 (1997), pp. 214–5, pl. 45–6. ",Reference,9.564
,,,,,,,,9.564,,,"R.H.J. Ashton with A.-P.C. Weiss, ‘The Post-Plinthophoric Silver Drachms of Rhodes’, NC 157 (1997), pp. 1–40.",Reference,9.564
,,,,,,,,9.565,,,"Most in Afyon Museum; some dispersed.	",Disposition,9.565
,,,,,,,,9.565,,,"Found in a pithos.",Note,9.565
,,,,,,,8.536,9.568,,,"Pot hoard in excavations",Note,9.568
,,,,,,,8.536,9.568,,,Pergamum,Disposition,9.568
,,,,,,,8.536,9.568,,,"H. Voegtli, ‘Zwei Münzfunde aus Pergamon’, SNR (1990), pp. 41–50.",Reference,9.568
,,,,,,,,9.570,,1360,Dispersed.,Disposition,9.570
,,,,,,,,9.570,,1360,"For a revised listing of this hoard see R.H.J. Ashton with A.-P.C. Weiss, ‘The Post-Plinthophoric Silver Drachms of Rhodes’, NC (1997), pp. 1–40, at 27.",Reference,9.570
,,,,,,,8.546,9.573,,,"In commerce",Disposition,9.573
,,,,,,,8.546,9.573,,,"For further discussion see R.H.J. Ashton with A.-P.C. Weiss, ‘The Post-Plinthophoric Silver Drachms of Rhodes’, NC  157 (1997), pp. 1–40.",Reference,9.573
,,,,,,,,9.574,,,Paris,Disposition,9.574
,,,,,,,,9.574,,,"T. E. Mionnet, Description de médailles antiques, grecques et romaines, Vol. 3 (Paris 1808), pp. 420–1, 196–206.  ",Reference,9.574
,,,,,,,,9.574,,,"For discussion see R.H.J. Ashton with A.-P.C. Weiss, ‘The Post-Plinthophoric Silver Drachms of Rhodes’, NC (1997), pp. 1–40, at 25–6.",Reference,9.574
,,,,,,,,9.579,,,"Private collection, Kirikhan",Disposition,9.579
,,,,,,,,9.579,,,"L. Saraç and A. Davesne, ‘Un lot de drachmes cappadociennes à Kirikhan (Hatay)’, in M. Amandry and G. Le Rider (eds.), Trésors et Circulation Monétaire en Anatolie Antique (Paris, 1994), pp. 61–4, pl. ix.",Reference,9.579
,2.127,,,,,7.146,,9.582,,,"Private collection",Disposition,9.582
,2.127,,,,,7.146,,9.582,,,"Nine specimens from this hoard are published by R.H.J. Ashton with A.-P.C. Weiss, ‘The Post-Plinthophoric Silver Drachms of Rhodes’, NC (1997), pp. 1–40 at 37–39, pls. 15–16.",Reference,9.582
,,,,,,,,9.583,,,"Helsinki, Finnish National Museum",Disposition,9.583
,,,,,,,,9.583,,,"SNG Keckman II, 538-43, 546, 548-9, 551-3, 559, 561.",Reference,9.583
,,,,,,7.010,,9.596,,1874,"Annali dell'istituto italiano di numismatica 1976-7, 320-1.",Reference,7.010
,,,,,,7.010,,9.596,,1874,"For further attributions of individual coins to this hoard, see W. Fischer-Bossert, Chronologie der Didrachmenprägung von Tarent (Berlin, 1999), pp. 77-8.",Reference,9.596
,,,,,,,,9.670,,2232,Dispersed,Disposition,9.670
,,,,,,,,9.670,,2232,"For full publication see A. Burnett, ‘The Enna Hoard and Silver Coinage of the Syracusan Democracy’, SNR 62 (1983), pp. 5–26, pls. 1–10.",Reference,9.670
,,,,,,,,9.689,,,Dispersed,Disposition,9.689
,,,,,,,,9.689,,,"L. Villaronga, ‘The Tangier Hoard’, NC 149 (1989), pp. 149–162, pls. 32–41.",Reference,9.689
,,,,,,,,9.710,,,Dispersed,Disposition,9.710
,,,,,,,,9.710,,,"L. Villaronga, ‘Necesidades finacieras en la peninsula Iberica, durante la Segunda Guerra Punica y primeros levantamientos de los Iberos’, Nummus 4/5/6 (1981–3), pp. 119–55, at 134; id., Tresors, p. 23, no. 15.",Reference,9.710
,,,,,,,,,10.019,,"Pot hoard found in excavation.",Note,10.019
,,,,,,,,,10.019,,"Kerch Museum (inv. nos. KP-155473-155571, KN 5388-5486)",Disposition,10.019
,,,,,,,,,10.019,,"The Myrmekion Hoard: New Discoveries in the Bosporos by the Hermitage Archaeological Expedition (St. Petersburg, 2004). ",Reference,10.019
,,,,,,,,,10.019,,"A.M. Butyagin and D.E. Chisov, ‘The hoard of Cyzicenes and Shrine of Demeter at Myrmekion’, Ancient Civilizations from Scythia to Siberia 12 (2006), pp. 77-131. ",Reference,10.019
,,,,,,,,,10.019,,"W.M. Stancomb, NC 166 (2006), pp. 373-4. ",Reference,10.019
,,,,,,,,,10.019,,"Republished in M. Abramzon et al. (eds), Клады Античных Монет, From the Collection of the Kerch State History and Cultural Reserve 1 (Kiev, 2006), pp. 15-29 with pls. I-VI and summary in English p. 139, including further discussion of date of burial. ",Reference,10.019
,,,,,,,,,10.019,,"Published again by M.G. Abramzon and N.A. Frolova, ‘Le trésor de Myrmekion de statères cyzicènes’, RN 163 (2007), pp. 15-44. with pls. 1-VI.",Reference,10.019
,,,,,,,,,10.031,,"Heraklion Museum (inv. 873-884)",Disposition,10.031
,,,,,,,,,10.031,,"R.H.J. Ashton, NC 163 (2003), p. 341, no. 24.",Reference,10.031
,,,,,,,,,10.032,,"Heraklion Museum (inv. 1662-1717)",Disposition,10.032
,,,,,,,,,10.032,,"R.H.J. Ashton, NC 163 (2003), p. 341, no. 25.",Reference,10.032
,,,,,,,,,10.034,,"Archaeological Museum of Sofia",Disposition,10.034
,,,,,,,,,10.034,,"B.Rousseva,’ДВА Фрагмента от Златни СЪКРОВИЩЕ Със Статери, Намерени Около Перник ив Радомирско’, НУМИЗМАТИКА И СФРАГИСТИКА 6. 2 (1999), pp. 3-12 with pls. I-II and summary in French. Rousseva, posits that this is part of a larger hoard and may be connected to the Radomir hoard discussed in the same article.",Reference,10.034
,,,,,,,,,10.040,,"H. A. Troxell, Studies in the Macedonian Coinage of Alexander the Great, ANS NS 21 (New York, 1997), pp. 134-136.",Reference,10.040
,,,,,,,,,10.041,,Dispersed,Disposition,10.041
,,,,,,,,,10.041,,"A listing of 300 coins from the hoard, with some photographs in H. Troxell, ‘A partial hoard of royal Macedonian bronzes’ in S. Mani-Hurter and C. Arnold-Biucchi (eds), Pour Denyse. Divertissements Numismatiques (Bern, 2000), pp. 189-199.",Reference,10.041
,,,,,,,,,10.044,,"Found in excavation.",Note,10.044
,,,,,,,,,10.044,,"Larissa, Archaeological Museum",Disposition,10.044
,,,,,,,,,10.044,,"A. Tziafalias, 'Άζωρος', AD 51 (1996), vol. B1: Chronika, p. 364. ",Reference,10.044
,,,,,,,,,10.044,,"S. Karapanou, E. Melliou and A. Tziafalias, ‘H νομισματική συλλογή του Μουσείου Λάρισας’, Ὀβολός 7 (2004), pp. 559-570, at 567-8, 570.",Reference,10.044
,,,,,,,,,10.045,,"H. A. Troxell, Studies in the Macedonian Coinage of Alexander the Great, ANS NS 21 (New York, 1997), p. 75, citing K. Dimitrov, 'Trésor monétaire hellénistique de Nicopolis ad Nestum (IGCH 829)', Archéologia 1 (1988), pp. 44-56 at pp. 48, 50 and 55.",Reference,10.045
,,,,,,,,,10.046,,"National Historical Museum, Sofia",Disposition,10.046
,,,,,,,,,10.046,,"B.Rousseva,’ДВА Фрагмента от Златни СЪКРОВИЩЕ Със Статери, Намерени Около Перник ив Радомирско’, Нумизматика и Сфрагистика 6. 2 (1999), pp. 3-12 with pls. I-II and summary in French. Rousséva, posits that this is part of a larger hoard and may be connected to the Pernik hoard discussed in the same article.",Reference,10.046
,,,,,,,,,10.048,,"H.R. Reinders, ‘ Coinage and Coin Circulation in New Halos’, Ὀβολός 7 (2004), pp. 185-206 includes a short discussion of this small hoard at pp. 187-189.",Reference,10.048
,,,,,,,,,10.050,,Dispersed,Disposition,10.050
,,,,,,,,,10.050,,"H. A. Troxell, Studies in the Macedonian Coinage of Alexander the Great, ANS NS 21 (New York, 1997), p. 80 summarises on the basis of notes provided by Martin Price.",Reference,10.050
,,,,,,,,,10.054,,Corfu,Disposition,10.054
,,,,,,,,,10.054,,"K. Preka and A. Gjongecaj, ‘Le trésor de Corfou, 1997’, in G. Moucharte et al. (eds), Liber Amicorum Tony Hackens (Louvain, 2007), pp. 365-378.",Reference,10.054
,,,,,,,,,10.055,,"M. Oikonomidou, ‘Contribution à l'étude du monnayage d'Alexandre le Grand: à propos d'un trésor inédit du Musée numismatique d'Athènes’, Studia Paulo Naster I, (Louvain, 1982) pp. 89-96 with pls. 12-13.",Reference,10.055
,,,,,,,,,10.060,,"Archaeological Institute and Museum , Sofia, NAM inv. nos CCL XXXVI",Disposition,10.060
,,,,,,,,,10.060,,"B.Rousseva, ‘Five Gold Coins of Alexander. Fragment from the Sumensko (?) Hoard’, Macedonian Numismatic Journal 4 (2000), pp. 9-14 in English with summary in Macedonian.",Reference,10.060
,,,,,,,,,10.067,138,Athens,Disposition,10.067
,,,,,,,,,10.067,138,"E. Tsourti, ‘The Asea hoard of 1938 (IGCH 138)’ in J. Forsén and B. Forsén (eds), The Asea Valley Survey. An Arcadian Mountain Valley from the Palaeolithic Period until Modern Times (Stockholm, 2003), pp. 345-349.",Reference,10.067
,,,,,,,,,10.068,444,"5 coins probably from the hoard are published in SNG Greece. 4, Numismatic Museum, Athens, the Petros Z. Saroglos Collection. Volume I, Macedonia, nos. 307, 323, 333, 420, 529.",Reference,10.068
,,,,,,,,,10.069,,"Sofia, Bulgaria",Disposition,10.069
,,,,,,,,,10.069,,"B. Rousseva, ’СЪКРОВИЩЕ С ТЕТРАДРАХМИ И РАХМИ ОТ С. ДРАГОЕВО, ПРЕСЛАВСКО’, Нумизматика и Сфрагистика 6. 1 (1999), pp. 3-18 with summary in French",Reference,10.069
,,,,,,,,,10.070,,"Found in excavation.",Note,10.070
,,,,,,,,,10.070,,Platamon,Disposition,10.070
,,,,,,,,,10.070,,"I. Touratsoglou, ‘Les Galates sous les pentes de l’Olympe: le trésor IV de Néos Pantéléïmon, lieu-dit Kranai, 2000’, NC 162 (2006), pp. 99-116, pls. viii-ix.",Reference,10.070
,,,,,,,,,10.073,,"B. Rousseva,’ПЕТНАДЕСЕТ СРЕбЪРНИ АЛЕКСАНДРОВКИ, ОТКРИТИ В РАЙОНА НА ГРАД ДУЛОВО-ФРАГМЕНТ ОТ СЪКРОВИЩЕ’, НУМИЗМАТИКА И СФРАГИСТИКА 8 (1-2, 2001), pp. 3-24.",Reference,10.073
,,,,,,,,9.162,10.074,,"Thessaloniki Archaeological Museum",Disposition,10.074
,,,,,,,,9.162,10.074,,"Now published by Chr. Gatzolis, ‘Two Hellenistic hoards from Macedonia’, Ὀβολός 4 (2000), pp. 103-126, 103-107.",Reference,10.074
,,,,,,,,,10.081,,"National Museum of Romanian History 75; Romanian Academy 15; Galați 12",Disposition,10.081
,,,,,,,,,10.081,,"G. Poenaru Bordea,† ‘Tezaurul de la Dăeni, jud. Tulcea. Catalogul Monedelor din Colecția Muzeului Național de Antichități’, Simpozion 2003, pp. 11-22.",Reference,10.081
,,,,,,,,,10.106,,"Pot hoard.",Note,10.106
,,,,,,,,,10.106,,"Bucharest 86 (inv. 1387)",Disposition,10.106
,,,,,,,,,10.106,,"B. Mitrea, ‘Douå teazaure de monede antice descopirite în satul Brîncoveanu, jud. Dîmbovița’, Acta Valachica 3 (1972), pp. 103-107 at 103-5.",Reference,10.106
,,,,,,,,,10.111,,"Found in excavation.",Note,10.111
,,,,,,,,,10.111,,Abdera,Disposition,10.111
,,,,,,,,,10.111,,"K. Chryssanthaki-Nagle, L'Histoire Monetaire d'Abdère en Thrace (VIe s. avant J.-C.-IIe s. après J.-C.). Meletemata 51 (Athens, 2007), pp. 80-82, pl. 5.",Reference,10.111
,,,,,,,,,10.115,,Dispersed,Disposition,10.115
,,,,,,,,,10.115,,"R.H.J. Ashton, NC 166 (2006), pp. 374-5, no. 35.",Reference,10.115
,,,,,,,,,10.116,860,"Archaeological Museum, Sofia",Disposition,10.116
,,,,,,,,,10.116,860,"B. Rousseva, ‘Отново За Съкровището От гърбиво (IGCH 860)’, НУМИЗМАТИКА И СФРАГИСТИКА 7.1
(2000), pp. 3-12 with summary in French publishes 18 coins from this hoard now in Sofia and discusses the revised burial date.",Reference,10.116
,,,,,,,,,10.162,,"Heraklion Museum (inv. 1879-1892)",Disposition,10.162
,,,,,,,,,10.162,,"R.H.J. Ashton, NC 163 (2003), p. 341, no. 26, with listing of magistrates.",Reference,10.162
,,,,,,,,,10.165,,"P. Vladimir,’ЧАСТ ОТ КОЛЕКТИВНА НАХОДКА СЪС СРЕБЪРНИ КЪСНОЕЛИНИСТИЧЕСКИ МОНЕТИ НАМЕРЕНА В ЗЕМЛИЩЕТО НА СЕЛО ГЕОРГИ ДОБРЕВО, РЕГИОН НА ГРАД ЛЮБИМЕЦ’, НУМИЗМАТИКА И СФРАГИСТИКА 8 (1-2, 2001), pp. 33-38.",Reference,10.165
,,,,,,,,,10.166,,"Found in excavation.",Note,10.166
,,,,,,,,,10.166,,"Athens BE 614/1995",Disposition,10.166
,,,,,,,,,10.166,,"Arch. Delt. 50 (1995), Chronika 9, 1. Ιλίου Μέλαθρον 2000. Το Νομισματικό Μουσείο στο κατώφλι του 21ου αιώνα (Athens, 2001), p. 43.",Reference,10.166
,,,,,,,,,10.171,,"Found in two AE vases.",Note,10.171
,,,,,,,,,10.171,,"S. Gjongecaj, ‘Le trésor de Lleshan (Elbasan)’, RN 163 (2007), pp. 101-140 with pls. XV-XXXVIII. For further discussion, ead. ‘Les bronzes de Dyrrachion’ in D. Berranger-Auserve (ed.), Épire, Illyrie, Macédoine.... Mélanges offerts au Professeur Pierre Cabanes (Clermont-Ferrand, 2007), pp. 55-70.",Reference,10.171
,,,,,,,,,10.199,,dispersed,Disposition,10.199
,,,,,,,,,10.199,,"H.S. Kim, ‘Electrum Ingot Hoard (2002): A proto-monetary hoard?’, SNR 83 (2004), pp. 5-16 with pls. 1-3. ",Reference,10.199
,,,,,,,,,10.199,,"Some of the pieces in this hoard might not be genuine.",Note,10.199
,,,,,,,,,10.200,,Dispersed,Disposition,10.200
,,,,,,,,,10.200,,"Group (A) is described by E.J. McFadden, ‘A Hoard of Early Multi-Denominational Electrum Coins’, SAN 21 (2002), pp. 17-19. ",Reference,10.200
,,,,,,,,,10.200,,"Denominations listed under (B) have appeared in commerce and are likely to derive from the same hoard.",Note,10.200
,,,,,,,,9.341,10.201,,Dispersed,Disposition,10.201
,,,,,,,,9.341,10.201,,"K. Konuk, ‘The Electrum Coinage of Samos in the Light of a Recent Hoard’, Asia Minor Studien 54 (2005), pp. 43-55 with pls. 1-2, discusses this recent hoard and compares it to IGCH 1158 to help further understand the early electrum coinage of Samos, believed to be found on Turkish coast , opposite Samos.",Reference,10.201
,,,,,,7.008,,,10.202,,Dispersed,Disposition,10.202
,,,,,,7.008,,,10.202,,"M.J. Price, Studies.. Leo Mildenberg, 1984, 211-221, fig. 1. ",Reference,10.202
,,,,,,7.008,,,10.202,,"C.H. Roosevelt, The Archaeology of Lydia, from Gyges to Alexander, (Cambridge, 2009), p. 252.",Reference,10.202
1.003,,,,,,,,,10.203,,"Found with 77 pieces of unminted silver.",Note,10.203
1.003,,,,,,,,,10.203,,"Ashmolean Museum, Oxford",Disposition,10.203
1.003,,,,,,,,,10.203,,"H. S. Kim and J. H. Kroll, ‘A Hoard of Archaic Coins of Colophon and Unminted Silver (CH I.3)’, AJN 20 (2008), pp. 53-103 with pls. 12-36",Reference,10.203
,,,,,,,,,10.204,,Dispersed,Disposition,10.204
,,,,,,,,,10.204,,"To be published by Ute Wartenberg in SNR 2010",Reference,10.204
,,,,,,,,,10.205,1789,"Tehran (Iran Bastan Museum 10; Marble Palace Museum 3)",Disposition,10.205
,,,,,,,,,10.205,1789,"A. Meadows, NC 163 (2003), pp. 342-4, publishes details of the coins and their current disposition. ",Reference,10.205
,,,,,,,,,10.205,1789,"Further discussion of the significance of the find by A. Zournatzi, ‘The Apadana Coin Hoards, Darius I, and the West’, AJN 15 (2003), pp. 1-28.",Reference,10.205
,,,,,,,,,10.207,,"Isparta Museum",Disposition,10.207
,,,,,,,,,10.207,,"A. Tolga Tek and İşçi NC 164 (2004), p. 250, no. 5, noting that this perhaps part of a larger hoard.",Reference,10.207
,,,,,,,,,10.208,,"Manisa Museum (inv. nos NM 10567-10624)",Disposition,10.208
,,,,,,,,,10.208,,"C.H. Roosevelt, The Archaeology of Lydia, from Gyges to Alexander (Cambridge, 2009), pp. 237-238 with fig. C. 17. Pace Roosevelt, on the basis of the illustration provided, there seems no good reason to condemn the Croeseids as fakes.",Reference,10.208
,,,,,,,,,10.210,,"S. Mani Hurter, ‘Le trésor “aux poulpes”: un petit trésor archaïque enfoui vers 478 av. J-C.’, RN 162 (2006), pp. 65-71, pl. iv; ",Reference,10.210
,,,,,,,,,10.210,,"S. M. Hurter, ‘The “Octopus” Hoard. A Small Archaic Hoard Deposited in 478 BC.’ NAC 26 (2007), pp. 43-56 includes appendix by M. Egetmeyer.",Reference,10.210
,,,,,,,,9.352,10.211,,"Fethiye Archaeological Museum.",Disposition,9.352
,,,,,,,,9.352,10.211,,"Greek Coin Hoards in Turkey (1999), p. 38, nos. 699-717. ",Reference,9.352
,,,,,,,,9.352,10.211,,"For further publications of this hoard see M. Arslan, Belleten 63 (1999), pp. 1-14 and id., Lycia 3 (1996/7), pp. 71-74.",Reference,10.211
,,,,,,,8.048,,10.212,,"Ankara Museum and dispersed",Disposition,10.212
,,,,,,,8.048,,10.212,,"Connoisseur, July 1988, pp. 75-83.",Reference,8.048
,,,,,,,8.048,,10.212,,"S. Fried et al. in Coinage and Administration in the Athenian and Persian Empires, I.A. Carradice, ed., (BAR Int. Series 343, Oxford, 1987).",Reference,8.048
,,,,,,,8.048,,10.212,,"For further discussion see C.C. Vermeule, ’The Athenian Treasury Hoard’, The Celator 13.12 (1999),pp. 26-30",Reference,10.212
,,,,,,,,,10.213,,"Kayhan collection, Turkey 18",Disposition,10.213
,,,,,,,,,10.213,,"SNG Kayhan 121, 950-67",Reference,10.213
,,,,,,,,,10.214,1251,"For the findspot of this hoard, on the main road between Kaş-Kale c. 750 meters west of the Camlibogaz restaurant, see F. Kolb & W. Tietz, ‘Zagaba: Münzprägung und politische Geographie in Zentrallykien’, Chiron 31 (2001), pp. 367 n. 100 (on findplace of IGCH 1251).",Reference,10.214
,,,,,,,,,10.215,,Kassel,Disposition,10.215
,,,,,,,,,10.215,,"C. Boehringer, ‘Ein Lot silberner Kleinstmünzen aus Karien’ in S. Mani-Hurter and C. Arnold-Biucchi (eds), Pour Denyse. Divertissements Numismatiques (Bern, 2000), pp. 21-29.",Reference,10.215
,,,,,,,,,10.217,,Dispersed,Disposition,10.217
,,,,,,,,,10.217,,"This major hoard is noticed by P. Kinns, ‘Opuscula Anatolica III’, NC 164 (2004), pp. 71-107, at 71-2. ",Reference,10.217
,,,,,,,,,10.217,,"R.H.J Ashton records part of the hoard in ‘The Beginning of Bronze Coinage in Karia and Lykia’, NC 166 (2006), pp. 1-14. ",Reference,10.217
,,,,,,,,,10.217,,"For some specimens from the hoard see SNG Kayhan 70, 147-88, 368-71, 393-4, 488-9, 507-11, 543-83, 584-5 (?), 589 (?), 625, 648-62, 761.",Reference,10.217
,,,,,,,,,10.220,,"Burdur Museum",Disposition,10.220
,,,,,,,,,10.220,,"H. Köker and O. Köyağasıoğlu, NC 166 (2006), p. 375, no. 36.",Reference,10.220
,,,,,,,,,10.221,,"Burdur Museum",Disposition,10.221
,,,,,,,,,10.221,,"H. Köker and O. Köyağasıoğlu, NC 166 (2006), p. 375, no. 37.",Reference,10.221
,,,,,,,,,10.222,,"Burdur Museum",Disposition,10.222
,,,,,,,,,10.222,,"H. Köker, NC 166 (2006), p. 375, no. 38.",Reference,10.222
,,,,,,,,,10.223,1225,"Istanbul inv. nos. 49 and 11916-11966",Disposition,10.223
,,,,,,,,,10.223,1225,"F. Demirkök, ‘Izmir Definesi - 1930’, Türk Nümismatik Derneği Yayınları 32 (1992), pp. 6-15 discusses the hoard and the countermarks found on the coins, with some illustrations.",Reference,10.223
,,,,,,,8.058,,10.225,,"found during routine agricultural work",Note,10.225
,,,,,,,8.058,,10.225,,"Uşak Museum 669",Disposition,10.225
,,,,,,,8.058,,10.225,,"C.H. Roosevelt, The Archaeology of Lydia, from Gyges to Alexander (Cambridge, 2009), pp. 247-248 with fig. C. 24.",Reference,10.225
,,,,,,,,,10.227,,"Most coins countermarked",Note,10.227
,,,,,,,,,10.227,,"Isparta Museum",Disposition,10.227
,,,,,,,,,10.227,,"A. Tolga Tek and N. İşçi NC 164 (2004), p. 250, no. 4.",Reference,10.227
,,,,5.022,6.013,,,,10.228,,Nicosia,Disposition,10.228
,,,,5.022,6.013,,,,10.228,,"I. Michaelidou-Nicolaou, ‘Un petit trésor de dariques, Kiti 1978, trouvé à Chypre’, RN 162 (2006), pp. 19-23.",Reference,10.228
,,,,5.022,6.013,,,,10.228,,"BCH 103, 1979, 675-6",Reference,6.013
,,,,5.022,6.013,,,,10.228,,"Annual Report Director of Antiquities 46. no. 7, 1978/9",Reference,6.013
,,,,5.022,6.013,,,,10.228,,"H. Nicolet-Pierre, ‘Xerxes et la Trésor de l’Athos (IGCH) 362’, RN 1992, p. 20",Reference,
,,,,5.022,6.013,,,,10.228,,"Found in the sea by divers.",Note,6.013
,,,,5.017,,,8.096,9.387,10.229,,"Dispersed. Kayhan collection, Turkey 8-9.",Disposition,10.229
,,,,5.017,,,8.096,9.387,10.229,,"For publication see CH 9 pp. 95–158. ",Reference,9.387
,,,,5.017,,,8.096,9.387,10.229,,"For specimen from this hoard see SNG Kayhan 144 (Ephesus), 663 (?), 664 (Samos), 759-60 (Halicarnassus), 796 (Caunus), 822 (Cnidus), 868-9 (Hecatomnus).",Reference,10.229
,,,,5.017,,,8.096,9.387,10.229,,"R. Ashton, ‘The Solar Disk Drachms of Caria’, NC 1990, p. 31, note 7.",Reference,10.229
,,,,,,,,,10.230,,"Pot hoard found in excavation.",Note,10.230
,,,,,,,,,10.230,,"Izmir Archaeological Museum",Disposition,10.230
,,,,,,,,,10.230,,"G. Bakir, 21 Kazı Sonuçları Toplantası vol ii, p. 51.",Reference,10.230
,,,,,,,,,10.230,,"A. Tolga Tek , NC 164 (2004), p. 251, no. 6.",Reference,10.230
,,,,,,,,,10.231,1210,"Kayhan collection, Turkey 1",Disposition,10.231
,,,,,,,,,10.231,1210,"For a specimen from this hoard see SNG Kayhan 339 (Clazomenae).",Reference,10.231
,,,,,,,8.027,9.411,10.232,,"Fethiye Museum 316 (inv. nos. 3351-3666), Afyon Museum 108, Burdur Museum?",Disposition,10.232
,,,,,,,8.027,9.411,10.232,,"To be published by Arslan, Ashton, Casey and Tek, Catalogue of the ancient coins of Fethiye Museum (forthcoming). ",Reference,8.027
,,,,,,,8.027,9.411,10.232,,"I. Carradice, ‘The Dinar Hoard of Persian Sigloi’, in R. Ashton, S. Hurter, G. Le Rider and R. Bland (eds.) Studies in Greek Numismatics in Memory of Martin Jessop Price. London (1998), pp. 65-81. It is not certain that both lots are from the same hoard, but dates of acquisition and similarity of composition make it likely. ",Reference,9.411
,,,,,,,8.027,9.411,10.232,,"Four lots of sigloi acquired by Burdur Museum in 1979, 1980, 1981 and 1982 are listed by H. Köker, NC 166 (2006), p. 375, 39-42. It is suggested that they may be parcels of the large Dinar hoard discovered in 1978, and partially dispersed.",Reference,10.232
,,,,,,,,9.410,10.233,,Izmir,Disposition,10.233
,,,,,,,,9.410,10.233,,"M. Özsaygı in Izmir I, pp. 29-49, pls. ii-xx. ",Reference,9.410
,,,,,,,,9.410,10.233,,"For another publication of this hoard and discussion of its contents see M. Özsaygı, ‘Yeni bulunan bir Aspendos definesi’ Arkeoloji Dergisi 4 (1996), pp. 1-31, pls. 1-9.",Reference,10.233
,,,,,,,,,10.234,,"O. Altıntuğlu collection, Ankara",Disposition,10.234
,,,,,,,,,10.234,,"M. Arslan, ‘Orhan Altıntuğlu koleksiyonu’ndaki Sinope drachmi definesi 2008’ in O. Tekin (ed.), Ancient History, Numismatics and Epigraphy in the Mediterranean World. Studies in memory of Clemens E. Bosch and Sabahat Atlan and in honour of Nezahat Baydur (Istanbul, 2009), pp. 27-49.",Reference,10.234
,,,,,,,,,10.236,,"Astypalaia Archaeological Museum",Disposition,10.236
,,,,,,,,,10.236,,"R.H.J. Ashton, NC 165 (2005), p. 313, no. 51, with a listing of Ephesian magistrates.",Reference,10.236
,,,,,,,,,10.238,,"Kayhan collection, Turkey 43",Disposition,10.238
,,,,,,,,,10.238,,"SNG Kayhan 190, 196-207, 213-42.",Reference,10.238
,,,,,,,,,10.239,,Dispersed,Disposition,10.239
,,,,,,,,,10.239,,"R.H.J. Ashton, NC 162 (2002), p. 394, no. 34.",Reference,10.239
,,,,,,,,9.423,10.240,1215,"Von Post collection 6. Kayhan collection, Turkey 1",Disposition,10.240
,,,,,,,,9.423,10.240,1215,"SNG Von Post, nos. 233–4 (Miletus), 259–60 (Mausolus), 261 (Idrieus), 285 (Cos). ",Reference,9.423
,,,,,,,,9.423,10.240,1215,"For discussion see B. Deppert-Lippitz, Die Münzprägung Milets vom vierten bis ersten Jahrhundert v. Chr. (1984), pp. 41–3;.",Reference,9.423
,,,,,,,,9.423,10.240,1215,"K. Konuk, The Coinage of the Hekatomnids of Caria, unpublished DPhil thesis (Oxford, 1998), p. 112.",Reference,9.423
,,,,,,,,9.423,10.240,1215,"R. Ashton, ‘The Solar Disk Drachms of Caria’, NC 150 (1990), p. 31.",Reference,9.423
,,,,,,,,9.423,10.240,1215,"For a specimen of this hoard see SNG Kayhan 885 (Idrieus).",Reference,10.240
,,,,,,,,9.421,10.241,,"Dispersed. Kayhan collection, Turkey 4",Disposition,10.241
,,,,,,,,9.421,10.241,,"S. Hurter, ‘The “Pixodaros Hoard”: a Summary’ in in R. Ashton, S. Hurter, G. Le Rider and R. Bland (eds.) Studies in Greek Numismatics in Memory of Martin Jessop Price. London (1998), pp. 147–153, pls. 31–3. ",Reference,9.421
,,,,,,,,9.421,10.241,,"For fuller publication CH 9, pp. 159–243. ",Reference,9.421
,,,,,,,,9.421,10.241,,"For a specimen of this hoard see SNG Kayhan 872-3 (Mausolus), 880 (Idrieus), 890 (Pixodarus).",Reference,10.241
,,,,,,,,,10.242,,"found with jewellery",Note,10.242
,,,,,,,,,10.242,,Tarsus,Disposition,10.242
,,,,,,,,,10.242,,"O. Öçmen and A. Davesne, ‘Un trésor trouvé à Tarse en 1992’, Anatolia Antiqua 4 (1996), pp. 181-9.",Reference,10.242
,,,,,,,,,10.244,,"New York (2006.12.1-313; 2008.15.1-156)",Disposition,10.244
,,,,,,,,,10.244,,"L. Anderson and P. Van Alfen, ‘A fourth century BCE hoard from the Near East’, AJN 20 (2008), pp. 155-198 with pls. 47-58.",Reference,10.244
,,,,,,,,,10.245,,"Gaziantep Museum",Disposition,10.245
,,,,,,,,,10.245,,"To be published by F. Duyrat",Note,10.245
,,,,,,,,,10.246,,"Commerce US",Disposition,10.246
,,,,,,,,,10.246,,"H. A. Troxell, Studies in the Macedonian Coinage of Alexander the Great, ANS NS 21 (New York, 1997), pp. 129-133.",Reference,10.246
,,,,,,,,,10.247,,"in commerce",Disposition,10.247
