"id","value","type"
"igch2201","Currò Pisanò AIIN 1962-4, p. 221","note"
"igch0639","Stefan Ciudin 1","disposition"
"igch0639","Mitrea, Dacia 1967, p. 381","ref"
"igch0282","Athens","disposition"
"igch0282","Varoucha, BCH 1937, p. 443 (no details)","ref"
"igch1631","private coll., Jerusalem","disposition"
"igch1631","Information from Y. Meshorer","note"
"igch1300","Istanbul","disposition"
"igch1300","Bell, Sardis XI (Leiden, 1916), pp. vf., 7 ff.","ref"
"igch1300","Franke, AM 1961, pp. 203 ff.","ref"
"igch0412","Sofia 2","disposition"
"igch0412","Mouchmov, BIAB 6 (1930-1), p. 315","ref"
"igch2078","Syracuse","disposition"
"igch2078","Currò Pisanò, AIIN 1962-4, p. 225","ref"
"igch0791","dispersed","disposition"
"igch0791","Gerasimov, BIAB 15 (1946), p. 238","ref"
"igch1230","London 12","disposition"
"igch1230","Hill, JHS 1919, p. 124","ref"
"igch1230","Schlumberger, L'argent grec, p. 6","ref"
"igch0696","New York 15 (incl. Jameson  2443); Empedocles 8; Naville July 3, 1933, 959-64; Jameson 2441-4","disposition"
"igch0696","Schwabacher, TINC, (London), pp. 109-20;  ANSMN 5 (1952), pp. 49-51","ref"
"igch1265","dispersed","disposition"
"igch1265","Information from E. S. G. Robinson","note"
"igch1692","unknown","disposition"
"igch1692","RecTravEgyptAssyr 1898, p. 168","note"
"igch1692","ASA 1901, pp. 53, 70-1","ref"
"igch2266","unknown","disposition"
"igch2266","Jenkins-Lewis, Carthage, p. 56, hoard IV","ref"
"igch1947","Reggio","disposition"
"igch1947","Procopio, AIIN 1960-1, pp. 66-71, illus.","ref"
"igch0815","Ball Cat. Dec. 5, 1932, nos.  1941-92, pl. 26","disposition"
"igch0815","Canarache, CNA 1940, pp. 230-2","ref"
"igch0815","Mitrea, StudClas 7 (1965), pp. 159-60","ref"
"igch1727","melted down","disposition"
"igch1727","AA 1904, p. 110 (no details; large hd.)","ref"
"igch1727","From Fayum, not Asyut as stated by Noe","ref"
"igch1380","Istanbul","disposition"
"igch1380","The discrepancy between the numbers of  coins here listed and those given by Noe (from Regling) may be explained on the assumption that some coins have inadvertently been transferred to no. 1379 above","note"
"igch1593","dispersed","disposition"
"igch1593","Thompson, Athens, p. 523 (= Zahle)","ref"
"igch1593","Seyrig, Trésors du Levant (in press)","ref"
"igch1593","For the dating of the Ptol. didr. cf. Newell,  Standard Ptol. Silver. The find was formerly known as the Zahle hd.","note"
"igch1458","New York 43","disposition"
"igch1458","To be published by F. Kleiner","note"
"igch1602","dispersed","disposition"
"igch1602","Seyrig, Trésors du Levant (in press)","ref"
"igch1478","Paris 21; Damascus 18?","disposition"
"igch1478","Schaeffer, Mélanges Dussaud 1 (Paris, 1939),  pp. 461-87, illus.","ref"
"igch1478","Schwabacher, OpuscArch. 6 (1950), pp. 141 f.","ref"
"igch1478","Schlumberger, L'argent grec, p. 10, no. 21","ref"
"igch1478","Kraay, NC 1956, p. 48","ref"
"igch1478","May, Abdera, pp. 4, 52, 61","ref"
"igch1002","Kiev (&#x022;Treasures of the  Ukraine&#x022; Mus.) 5","disposition"
"igch1002","Bulatovich, SA 1970, no. 2, pp. 222-4 (er- roneously with von Fritze 63 for 53)","ref"
"igch0910","Haskovo","disposition"
"igch0910","Gerasimov, BIAB 25 (1962), p. 232","ref"
"igch1764","New York 80","disposition"
"igch1764","Newell, Demetrius, pp. 165 f.","ref"
"igch1764","Regling, ZfN 2928, p. 95, no. 6","ref"
"igch1764","Newell, ESM and WSM, indices of hoards, s. v.  Mesopotamia (Noe 680). Also known as Gejou's Mesopotamian hoard","ref"
"igch1751","Seyrig 5","disposition"
"igch1751","Information from H. Seyrig; record of varieties in  ANS","note"
"igch1751","The find appeared in Baghdad","note"
"igch0125","Athens 162; New York 7 and  photos of 84 others","disposition"
"igch0125","BCH 1939, p. 288 (4 coins)","ref"
"igch0125","Information from E. T. Newell and W. Schwa- bacher.","note"
"igch0125","The findspot in one report is given as Sunium and in another as Piraeus","note"
"igch1576","Copenhagen","disposition"
"igch1576","Thomsen, Hama, Fouilles et recherches 3 (in press)","ref"
"igch0743","Pazardzik 1 Thasos, 130  Chers., 9 Parium","disposition"
"igch0743","Gerasimov, BIAB 27 (1964), p. 241","ref"
"igch1467","dispersed","disposition"
"igch0462","Vienna 200","disposition"
"igch0462","Bielz, AVSL 11 (1874), p. 467","ref"
"igch0462","Tocilescu, Dacia inainte de Romani (Bucharest,  1880), pp. 854 859","ref"
"igch0462","Mitrea, ED 10 (1945), p. 30","ref"
"igch0737","Sofia coll.","disposition"
"igch0737","Gerasimov, BIAB 18 (1952), p. 403","ref"
"igch0004","New York 1 (as de Nanteuil  999), possibly from the hd.","disposition"
"igch0004","de Nanteuil coll., no. 999","ref"
"igch0437","Tiranë","disposition"
"igch1606","dispersed","disposition"
"igch1606","Kindler, AHHI IV.3 (1970), pp. 41-6, illus. (in  Hebrew)","ref"
"igch1591","dispersed","disposition"
"igch1591","Rubbings in Copenhagen","note"
"igch1591","For the dating of the Ptol. didr. cf. Newell,  Standard Ptol. Silver","note"
"igch0449","Giurgiu","disposition"
"igch0449","Mitrea, Dacia 1967, p. 382","ref"
"igch0449","Radulescu-Ionescu, SCN 4 (1968), pp. 442-4","ref"
"igch1480","Paris 2","disposition"
"igch1480","Babelon, Traité II.1, nos. 1458-9","ref"
"igch1480","Svoronos, J IAN 1918-19, p. 43 (Bab. 1459  wrongly attributed to Ichnae)","ref"
"igch1480","Schwabacher, OpuscArch. 6 (1950), pp. 141 f.","ref"
"igch1480","Schlumberger, L'argent grec, p. 9, no. 15","ref"
"igch1285","dispersed","disposition"
"igch1285","Information from W. Schwabacher","note"
"igch1217","Berlin 20","disposition"
"igch1217","Löbbecke, ZfN 1887, pp. 148-57, illus.","ref"
"igch1217","Baldwin, AJN 1914, pp. 48-52","ref"
"igch1217","Mavrogordato, NC 1915, pp. 397-9; 1916, pp.  281-2","ref"
"igch1217","Schlumberger, L'argent grec, p. 8, no. 4","ref"
"igch1217","Boardman, BSA 1958-9, pp. 306 f.","ref"
"igch1993","Taranto","disposition"
"igch1993","Quagliati, AttiMemIIN 1930, pp. 73-4, illus.","ref"
"igch1570","Istanbul","disposition"
"igch1570","Seen by M","ref"
"igch2294","Tripoli","disposition"
"igch2294","di Vita, Libya Antigua 1966 Suppl., p. 80, illus.","ref"
"igch1344","New York 98; Istanbul 68;  Athens 13; London 10","disposition"
"igch1344","Milne, NC 1911, pp. 197 f.; 1914, pp. 378-81","ref"
"igch1344","Imhoof-Blumer, NZ 1912, pp. 198-203","ref"
"igch1344","Svoronos, JIAN 1913, pp. 50 f.","ref"
"igch1344","A list of 30 additional coins once owned by  E. T. Newell is in ANS","note"
"igch1344","The reference in Noe 256 to NC 1927,  p. 202, belongs to hd. no. 1200 above","note"
"igch2068","Syracuse","disposition"
"igch2068","Currò Pisanò, AIIN 1962-4, p. 227 (listed as  1934 = Gela)","ref"
"igch2068","Jenkins, Gela, pp. 21-2, 156","ref"
"igch1723","New York some","disposition"
"igch1723","Note by E. T. Newell in ANS (97 listed in detail)","note"
"igch0177","M. Wallace, Toronto, 286 (Lot  B); New York it (ex Robinson, Lot A, nos. 6, 9, 11, 15-16, 25, 30, 32, 37, 43, 90)","disposition"
"igch0177","Robinson, NNM 124 (1952), illus. (Lot A)","ref"
"igch0177","Wallace, NNM 134 (1956), pp. 50-52","ref"
"igch0324","Delos","disposition"
"igch0324","Foster-Hackens, Archaeometry 1969, pp. 70- 1  illus.","ref"
"igch1434","dispersed","disposition"
"igch1716","Ann Arbor","disposition"
"igch1716","Haatvedt, et al., Karanis, p. 18, hoard 11","ref"
"igch0019","dispersed","disposition"
"igch0019","Information from W. Schwabacher","note"
"igch0533","dispersed","disposition"
"igch0533","BSAB 6 (1916-8), p. 161","ref"
"igch1415","dispersed","disposition"
"igch1415","Meyer, ZfN 1876, p. 149","ref"
"igch0048","dispersed","disposition"
"igch0048","Seltman, NC 1951, pp. 40-55, illus. (Katoché hd.)","ref"
"igch0048","List of types of 67 st., 17 fr. in ANS","note"
"igch2337","unknown","disposition"
"igch2337","Pujol y Camps, MNE 1872-3, pp. 170-83","ref"
"igch2337","Zobel y Zangroniz, MNE 1877-9, pp. 138-9, 217","ref"
"igch2337","de Guadan, Numisma 16 (1955), p. 15; MPER, pp. 98-103","ref"
"igch2337","Villaronga, GacNum 9 (1968), pp. 24-5","ref"
"igch2337","Crawford, RRCH 104","ref"
"igch0030","dispersed","disposition"
"igch0030","Information from. W. Schwabacher","note"
"igch1533","dispersed","disposition"
"igch1533","Seyrig, Trésors du Levant (in press)","ref"
"igch1533","Sane hd. as no. 1535 below ?","note"
"igch1350","Ankara (inv. no. 1865)","disposition"
"igch1350","Information from Saadet Taner","note"
"igch1967","dispersed","disposition"
"igch1967","Information from P. Franke, who has itemized  record","note"
"igch0041","dispersed","disposition"
"igch0041","Information from T. Hackens","note"
"igch2229","Palermo III; commune of  Polizzi 43","disposition"
"igch2229","Tusa Cutroni, AIIN 1958-9, p. 312;  AIIN  1960-1, pp. 78-90, illus.","ref"
"igch0718","Athens","disposition"
"igch0718","BCH 1959, pp. 718-9, illus. (2)","ref"
"igch0718","Bakalakis, Anaskaphe Strymes (Salonika, 1967),  pp. 33, 132-40, illus.","ref"
"igch1734","Istanbul","disposition"
"igch1734","Newell, ESM, p. 13","ref"
"igch2228","Syracuse","disposition"
"igch2228","Sjöqvist, AJA 1964, p. 141","ref"
"igch0628","Calarasi","disposition"
"igch0628","Mitrea, SCIV 1963, p. 467","ref"
"igch0628","Atanasiu, RevMuz 4 (1964), pp. 51-2, illus.","ref"
"igch2299","unknown","disposition"
"igch2299","Podolijn, Det Götheborgska Wetenskaps och Witter- hets Samhällets Handlingar, Första stycket (Götheborg, 1778), p. 106, illus.","ref"
"igch2299","Hennig, AA 1927, pp. 11-9","ref"
"igch2299","Schwabacher, SM 1962, pp. 22-6, illus.; Numisma  59 (1962), pp. 9-16","ref"
"igch2299","Jenkins-Lewis, Carthage, p. 61, hoard XXIV","ref"
"igch2299","Pfeiler, SM 1965, p. 53","ref"
"igch2299","Kricheldorf, SM 1965, p. 152","ref"
"igch0099","Athens","disposition"
"igch0099","Varoucha, BCH 1952, p. 205","ref"
"igch0344","Meletopoulos 27","disposition"
"igch0344","Meletopoulos, Parnassos 1883, pp. 774- 6","ref"
"igch0344","AJN (1883-4), p. 82","ref"
"igch0344","Köhler, ZfN 1885, pp. 103-6","ref"
"igch0344","Thompson, Athens, pp. 444-9, 502-3","ref"
"igch0344","Lewis, NC 1962, p. 281","ref"
"igch1374","Paris 1; Jameson 1 (Cat. 1365);  Naville Apr. 4, 1921, 2092","disposition"
"igch1374","Reinach, RN 1902, p. 52, illus.","ref"
"igch1374","According to information from Regling  other Hellenistic tetradr. were found with these three coins","note"
"igch2026","dispersed","disposition"
"igch2026","Lenzi, RassNum. 1914, pp. 1-14, illus.","ref"
"igch2026","Regling, Janus 1921, p. 85","ref"
"igch2026","Cesano, TINC 1936, p. 59","ref"
"igch1598","dispersed","disposition"
"igch1598","Fischer, SM 1968, pp. 51-2","ref"
"igch0212","Tiranë","disposition"
"igch0212","Information from H. Ceka","note"
"igch0459","Vienna 131 (19 imit. and all  other entries, some merged with gen- eral collection); private colls. (some imit.)","disposition"
"igch0459","Arneth, Gold- and Silbermonumente (Wien, 1850), p. 8","ref"
"igch0459","Pink, Münzprägung der Ostkelten, p. 35","ref"
"igch1665","unknown","disposition"
"igch1665","Dutilh, AN 1895, pp. 73-92 (esp. p. 73, table A,  Muller nos.; some illus.","ref"
"igch2353","unknown","disposition"
"igch2353","Holland, BSFN 1959, pp. 262-4","ref"
"igch2353","Layet-Huguenin, Annales de la Société des sciences  naturelles et d'Archéologie de Toulon et du Var 14 (1962), pp. 39-68","ref"
"igch1372","Paris 4; Berlin 2; Hoffman  Sale, Jan. 1882 (Bompois), nos. 1304, 1549","disposition"
"igch1372","Waddington, RN 1863, pp. 217-23, illus. (= Mé- langes II (Paris, 1867), pp. 1-7","ref"
"igch1372","von Köhne, Berliner Blätter für Münzkunde  1865, pp. 261-4","ref"
"igch1372","Regling, ZfN 1928, p. 96","ref"
"igch0593","dispersed","disposition"
"igch0593","Téglás, OTTÉ 1887, p. 64, no. 34","ref"
"igch1788","unknown","disposition"
"igch1788","Seyrig, RN 1955, pp. 85-128, illus.; 1959-60,  p. 291","ref"
"igch0781","Plovdiv and Stara Zagora","disposition"
"igch0781","Gerasimov, BIAB 11 (1937), p. 316","ref"
"igch0972","Burgas 41; Sofia 6","disposition"
"igch0972","Gerasimov, BIAB 20 (1955), p. 603","ref"
"igch0714","various royal colls. 31 (of  which 7 later sold by Hamburger Feb. 20, 1928, nos. 173-9)","disposition"
"igch0714","Regling, ZfN 1931, p. 26 (an early burial date based on the 7 coins of the Hamburger Sale)","ref"
"igch0714","Gerasimov, Annuaire du Musée Nat. Bulg. 1942, pp. 72-89, illus.","ref"
"igch1926","Taranto","disposition"
"igch1926","Tamburello, AIIN 1954, pp. 163-4","ref"
"igch1926","Details noted by K in 1968","note"
"igch1926","If the Taras Per. VIII is excluded as in- trusive, the remainder can be regarded as belonging to a lid, buried in the third quarter of the 4th cent.","note"
"igch1921","dispersed","disposition"
"igch1921","Note from M. P. Vlasto in ANS (&#x022;part of a very  old find&#x022;)","note"
"igch0789","Dálgopol","disposition"
"igch0789","Gerasimov, BIAS 22 (1959), p. 356","ref"
"igch0033","formerly J. P. Shear coll.  (stolen Dec. 1968)","disposition"
"igch0033","Information on file in ANS","note"
"igch0711","Pazardzik","disposition"
"igch0711","Gerasimov, BIAB 25 (1962), p. 229","ref"
"igch2359","Marseille (part)","disposition"
"igch2359","Chalande, RBN 1857, pp. 318-21, illus.","ref"
"igch2359","Laugier, Les monnaies massaliotes du Cabinet des  Médailles de Marseille (Marseille, 1887), pp. 34-5","ref"
"igch0973","New York 2 (Athens, Mithra- dates yr. 4)","disposition"
"igch0973","Thompson, Athens, p. 523; NC 1962, p. 315","ref"
"igch0973","Lewis, NC 1962, p. 285","ref"
"igch1905","Villa Giulia, Rome","disposition"
"igch1905","Colonna, CIN 1961. Atti, pp. 167-77, illus.","ref"
"igch1905","Mattingly, AIIN Suppl. (1969), p. 221","ref"
"igch1905","Colonna's date is that of the sack of Pyrgi  by Dionysius I, though none of the coins recovered requires so late a date. Mattingly's date is rather too early for some of the Athenian owls","note"
"igch0535","dispersed","disposition"
"igch0535","Gerasimov, BIAB 12 (1938), p. 450","ref"
"igch0875","I. Dimian, Bucharest","disposition"
"igch0875","Dimian, SCIV 1955, p. 303","ref"
"igch0917","unknown","disposition"
"igch0917","Gerasimov, BIAB 8 (1934), p. 471","ref"
"igch0917","Thompson, Athens, p. 523","ref"
"igch0964","Nova Zagora","disposition"
"igch0964","Gerasimov, BIAB 30 (1967), p. 188","ref"
"igch1025","Zugdidi","disposition"
"igch1025","Zograph, &#x022;Nakhodky,&#x022; 46","ref"
"igch1025","Pakhomov V, 1314","ref"
"igch2361","unknown","disposition"
"igch2361","RevArch 14 (1889), pp. 422-3","ref"
"igch2361","RBN 1890, p. 535","ref"
"igch2361","Blanchet, Traité, p. 596, no. 249","ref"
"igch2361","Rolland, RN 1959-60, p. 39","ref"
"igch1929","Vlasto 4 (Cat. 279, 502, 1868- 9); Lloyd 3 (SNG 268-9, 388)","disposition"
"igch1929","Vlasto, NC 1926, pp. 162, 166, 211-8, illus.","ref"
"igch1929","Stazio, AIIN 1965-7, pp. 54-5","ref"
"igch1929","In addition to above, Vlasto Cat. notes as  from this hd. nos. 855-7, 919-23 (Per. VIII) and 961 (Per. IX). For 919-23 see no. 1984 below, for 961 see no. 2006; 855-7 could derive from either no. 2000 or no. 1998","note"
"igch2274","unknown","disposition"
"igch2274","Spano, BAS 1862, pp. 40-6","ref"
"igch2274","Jenkins-Lewis, Carthage, p. 58, hoard IX","ref"
"igch2338","Alicante (Museo Arqueologico)","disposition"
"igch2338","Llobregat, Caesaraugusta 27-8 (1966), pp. 71-5,  illus.","ref"
"igch0664","Sofia all but den.","disposition"
"igch0664","Gerasimov, BIAB 25 (1962), p. 231","ref"
"igch0029","priv. coll. Greece","disposition"
"igch0029","de Longpérier, RN 1874-7, p. 167","ref"
"igch2327","Madrid (Instituto Valencia de  Don Juan) 1","disposition"
"igch2327","Gomez-Moreno, Miscelaneas (Madrid, 1949), p.  175, illus.","ref"
"igch2327","Crawford, RRCH 33","ref"
"igch2327","Villaronga, MHC (forthcoming)","ref"
"igch0241","M. Wallace, Toronto","disposition"
"igch0241","Wallace, NNM 134 (1956), pp. 123-4","ref"
"igch1759","dispersed","disposition"
"igch1759","Seltman, NC 1946, pp. 67-9, illus.","ref"
"igch1052","Sevastopol' 26","disposition"
"igch1052","OAK 1895 (publ. 1897), pp. 77, 196-7","note"
"igch1052","Gilevich, SA 1960, no. 4, pp. 167-70","ref"
"igch1290","dispersed","disposition"
"igch1290","This hd. may be part of no. 1289 above","note"
"igch1411","dispersed","disposition"
"igch1411","Boehringer, Zur Chronologie, pp. 172- 9, illus.  (Lots A-B)","ref"
"igch1411","Information from A. Spaer (Lot C)","note"
"igch1411","The three lots, although separately re- corded, seem to belong to the same hd. The provenance is given as &#x022;Pisidia&#x022; (Lot A), &#x022;Phrygia ?&#x022; (Lot C), and &#x022;Asia Minor&#x022; (Lot B), while the date in all three cases is 1963","ref"
"igch0529","dispersed","disposition"
"igch0529","Gerasimov, BIAB 11 (1937), p. 315","ref"
"igch0744","formerly Ainslie coll. (some)","disposition"
"igch0744","Sestini, Lettere ... Ainslieana (Leghorn, 1789) 1, p. 130, note","ref"
"igch0896","Ruse","disposition"
"igch0896","Gerasimov, BIAB 26 (1963), p. 263","ref"
"igch0430","dispersed","disposition"
"igch0430","Gerasimov, BIAB 27 (1964), p. 239","ref"
"igch0698","London 6; Berlin 1; Boston 1  (all ex Borrell, Sotheby July 12, 1852, nos. 2-14); Prokesch-Osten 5? (NZ 1872, pp. 186-8)","disposition"
"igch0698","May, Abdera, p. 296 (Hoards)","ref"
"igch0831","dispersed","disposition"
"igch0831","Gerasimov, BIAB 11 (1937), p. 316","ref"
"igch1810","R. H. McDowell","disposition"
"igch1810","Information from R. H. McDowell, who states  that two hds. were found-this and no. 1811 below","note"
"igch0198","unknown","disposition"
"igch0198","Köhler, Sb Berlin 1896, pp. 1089-90","ref"
"igch0198","The findspot does indeed seem dubious","note"
"igch1809","Paris","disposition"
"igch1809","Le Rider, Suse, pp. 244 f., illus.","ref"
"igch1809","Fischer, SM 1968, p. 10","ref"
"igch1595","Jerusalem (Hebrew Univ.) 2","disposition"
"igch1595","Ben-Dor, Kedem 2 (Jerusalem, 1945)","ref"
"igch1595","Brett, ANSMN 1 (1945), pp. 27-8, no. 21","ref"
